Player,Season,School,Conf,Class,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
Tremaine Fowlkes,1994-95,California,Pac-10,FR,27,9,25.9,4.6,10.2,.455,4.0,8.1,.493,0.6,2.1,.304,3.5,5.4,.639,,,6.7,1.0,0.7,0.6,2.2,2.1,13.4,,8.89
Tremaine Fowlkes,1995-96,California,Pac-10,SO,13,7,27.0,3.8,9.5,.398,2.8,6.4,.446,0.9,3.1,.300,3.6,5.2,.691,,,6.2,0.5,0.6,0.4,2.2,1.8,12.1,,6.44
Tremaine Fowlkes,1996-97,,,Transfer
Tremaine Fowlkes,1997-98,Fresno State,WAC,JR,32,,28.3,5.0,10.3,.491,4.8,9.1,.533,0.2,1.2,.162,3.7,5.8,.636,,,11.2,1.0,1.6,0.3,1.6,2.6,13.9,,5.63
Ryan Bowen,1994-95,Iowa,Big Ten,FR,33,19,19.6,1.8,3.3,.527,1.8,3.3,.532,0.0,0.0,.000,1.1,1.8,.593,,,4.5,0.5,1.2,1.0,1.0,2.0,4.6,,6.54
Ryan Bowen,1995-96,Iowa,Big Ten,SO,27,8,20.5,2.0,3.4,.604,2.0,3.4,.604,0.0,0.0,,1.4,2.1,.672,2.1,2.3,4.5,0.6,1.3,0.7,1.3,1.9,5.5,,6.90
Ryan Bowen,1996-97,Iowa,Big Ten,JR,29,26,28.5,4.1,7.5,.553,3.8,6.4,.595,0.3,1.1,.313,3.2,4.7,.689,3.8,5.3,9.1,1.2,1.9,1.0,1.8,2.3,11.8,,8.90
Ryan Bowen,1997-98,Iowa,Big Ten,SR,31,30,27.5,5.3,8.8,.603,5.0,8.3,.607,0.3,0.5,.533,3.6,5.2,.689,3.3,5.5,8.7,1.5,2.5,1.3,1.5,2.3,14.4,,6.05
J.R. Henderson,1994-95,UCLA,Pac-10,FR,33,13,22.8,3.7,6.8,.547,3.6,6.5,.558,0.1,0.3,.300,1.7,2.5,.675,,,4.2,1.3,0.8,0.5,1.8,2.5,9.2,,10.03
J.R. Henderson,1995-96,UCLA,Pac-10,SO,29,29,31.1,5.5,9.6,.572,5.4,9.5,.575,0.0,0.1,.333,3.4,5.0,.678,,,7.0,1.9,1.1,0.4,2.1,2.7,14.4,,7.34
J.R. Henderson,1996-97,UCLA,Pac-10,JR,32,29,31.0,5.2,9.6,.546,5.1,9.3,.545,0.1,0.2,.571,3.6,6.0,.591,,,6.8,1.8,1.3,0.8,2.8,2.7,14.1,,10.43
J.R. Henderson,1997-98,UCLA,Pac-10,SR,33,32,33.1,6.9,12.9,.536,6.8,12.5,.545,0.1,0.4,.286,5.0,7.9,.638,,,7.8,1.5,1.2,0.4,2.7,2.6,19.0,,10.99
Torraye Braggs,1996-97,Xavier,A-10,JR,29,28,30.9,5.1,9.1,.558,5.1,9.1,.561,0.0,0.0,.000,3.7,5.1,.723,,,7.4,2.6,1.5,0.3,3.3,3.3,13.9,,5.28
Torraye Braggs,1997-98,Xavier,A-10,SR,30,30,29.7,4.4,8.1,.541,4.4,8.1,.541,0.0,0.0,,4.2,5.7,.731,,,8.2,2.4,1.4,0.4,2.9,3.3,13.0,,4.76
Maceo Baston,1994-95,Michigan,Big Ten,FR,30,3,18.3,3.0,4.4,.674,3.0,4.4,.674,0.0,0.0,,1.7,3.2,.547,2.4,3.1,5.5,0.2,0.7,1.0,1.8,3.3,7.7,,8.94
Maceo Baston,1995-96,Michigan,Big Ten,SO,32,28,24.5,4.3,6.3,.682,4.3,6.3,.685,0.0,0.0,.000,3.2,4.7,.678,,,6.6,0.6,0.5,1.3,2.2,3.1,11.7,,8.55
Maceo Baston,1996-97,Michigan,Big Ten,JR,34,11,24.0,3.4,5.9,.574,3.4,5.9,.577,0.0,0.0,.000,3.6,5.4,.670,,,6.8,0.4,0.8,1.0,2.0,2.9,10.4,,10.53
Maceo Baston,1997-98,Michigan,Big Ten,SR,30,24,27.0,4.3,7.2,.597,4.3,7.2,.597,0.0,0.0,,4.1,6.3,.654,,,7.4,1.2,0.8,1.1,2.9,3.3,12.7,,9.64
Tim Duncan,1993-94,Wake Forest,ACC,FR,33,32,30.2,3.6,6.7,.545,3.6,6.6,.543,0.0,0.0,1.000,2.5,3.3,.745,,,9.6,0.9,0.4,3.8,1.2,2.5,9.8,,7.89
Tim Duncan,1994-95,Wake Forest,ACC,SO,32,32,36.5,6.5,11.0,.591,6.4,10.8,.594,0.1,0.2,.429,3.7,5.0,.742,,,12.5,2.1,0.4,4.2,2.8,2.4,16.8,,10.91
Tim Duncan,1995-96,Wake Forest,ACC,JR,32,32,37.2,7.1,12.8,.555,6.9,12.1,.570,0.2,0.7,.304,4.7,6.8,.687,,,12.3,2.9,0.7,3.8,3.3,2.3,19.1,,10.72
Tim Duncan,1996-97,Wake Forest,ACC,SR,31,31,36.7,7.5,12.4,.608,7.4,11.7,.628,0.2,0.7,.273,5.5,8.7,.636,,,14.7,3.2,0.7,3.3,3.2,2.2,20.8,,10.27
Keith Van Horn,1993-94,Utah,WAC,FR,25,24,29.6,6.4,12.5,.516,5.0,9.3,.541,1.4,3.2,.443,4.0,5.2,.775,,,8.3,0.8,0.8,1.6,2.2,2.4,18.3,,2.40
Keith Van Horn,1994-95,Utah,WAC,SO,33,33,30.1,7.5,13.7,.545,5.7,9.0,.628,1.8,4.6,.386,4.3,5.1,.856,,,8.5,1.4,0.8,0.8,2.3,2.1,21.0,,4.85
Keith Van Horn,1995-96,Utah,WAC,JR,32,,30.9,7.4,13.7,.538,5.7,9.6,.593,1.7,4.1,.409,5.0,5.9,.851,,,8.8,1.0,0.7,0.7,2.3,2.0,21.4,,6.42
Keith Van Horn,1996-97,Utah,WAC,SR,32,32,31.5,7.8,15.8,.492,5.9,11.1,.537,1.8,4.7,.387,4.7,5.2,.904,,,9.5,1.4,0.7,1.2,2.5,1.9,22.0,,5.46
Chauncey Billups,1995-96,Colorado,Big 8,FR,26,24,35.5,5.6,13.5,.413,3.8,8.6,.446,1.7,4.9,.354,5.0,5.8,.861,2.1,4.3,6.3,5.5,1.6,0.2,4.5,2.9,17.9,,6.60
Chauncey Billups,1996-97,Colorado,Big 12,SO,29,29,32.7,5.2,12.7,.413,2.7,6.2,.425,2.6,6.4,.401,6.1,7.1,.854,,,4.9,4.8,2.1,0.1,2.9,1.8,19.1,,6.19
Antonio Daniels,1993-94,Bowling Green State,MAC,FR,28,,30.9,4.7,9.2,.512,4.5,8.5,.527,0.2,0.7,.316,3.0,3.7,.816,,,2.9,3.9,1.0,0.2,2.4,1.4,12.6,,0.04
Antonio Daniels,1994-95,Bowling Green State,MAC,SO,26,22,29.0,3.7,7.5,.495,3.1,6.1,.513,0.6,1.5,.421,2.2,3.2,.699,,,2.8,3.8,0.7,0.2,2.8,1.2,10.3,,0.95
Antonio Daniels,1995-96,Bowling Green State,MAC,JR,25,25,36.9,5.7,11.9,.478,5.0,9.8,.508,0.7,2.0,.333,4.0,5.5,.723,,,3.1,5.9,1.8,0.4,2.8,1.8,16.0,,2.93
Antonio Daniels,1996-97,Bowling Green State,MAC,SR,32,32,36.3,8.7,15.9,.547,7.3,12.7,.576,1.4,3.3,.433,5.1,6.6,.777,,,2.8,6.8,2.3,0.3,3.2,1.6,24.0,,1.56
Tony Battie,1994-95,Texas Tech,SWC,FR,29,,12.7,1.6,3.3,.490,1.6,3.1,.522,0.0,0.2,.000,0.6,0.9,.667,,,4.4,0.6,0.3,0.8,0.9,1.7,3.9,,1.87
Tony Battie,1995-96,Texas Tech,SWC,SO,30,29,26.9,3.8,7.4,.516,3.7,6.9,.531,0.1,0.5,.286,2.0,3.2,.632,,,8.9,1.1,0.7,2.3,1.2,2.9,9.7,,2.11
Tony Battie,1996-97,Texas Tech,Big 12,JR,28,28,34.9,7.4,12.7,.579,7.1,12.1,.588,0.2,0.6,.375,3.8,5.8,.656,,,11.8,0.8,0.9,2.5,2.8,3.0,18.8,,6.73
Ron Mercer,1995-96,Kentucky,SEC,FR,36,13,18.8,3.0,6.5,.457,2.3,4.6,.506,0.6,1.9,.338,1.4,1.8,.785,,,2.9,1.4,0.9,0.2,1.0,1.4,8.0,,10.05
Ron Mercer,1996-97,Kentucky,SEC,SO,40,40,32.5,7.4,15.1,.493,6.2,11.6,.537,1.2,3.5,.348,2.1,2.6,.781,,,5.3,2.4,1.7,0.3,1.7,2.4,18.1,,9.26
Tim Thomas,1996-97,Villanova,Big East,FR,32,31,31.4,5.8,13.0,.450,4.4,8.6,.507,1.5,4.4,.336,3.8,4.8,.796,,,6.0,2.1,1.8,1.0,2.8,2.8,16.9,,9.44
Adonal Foyle,1994-95,Colgate,Patriot,FR,30,30,35.4,6.9,12.3,.559,6.9,12.3,.559,0.0,0.0,,3.2,6.3,.500,,,12.4,1.2,0.7,4.9,3.3,2.5,17.0,,-4.94
Adonal Foyle,1995-96,Colgate,Patriot,SO,29,,36.6,7.9,15.2,.517,7.9,15.1,.521,0.0,0.1,.000,4.4,9.1,.489,,,12.6,1.5,0.7,5.7,3.9,2.7,20.2,,-3.63
Adonal Foyle,1996-97,Colgate,Patriot,JR,28,,37.7,9.9,17.5,.565,9.9,17.3,.571,0.0,0.3,.143,4.5,9.3,.487,,,13.1,1.9,0.7,6.4,4.2,2.1,24.4,,-6.44
Danny Fortson,1994-95,Cincinnati,GMWC,FR,34,25,23.4,5.6,10.4,.535,5.6,10.4,.537,0.0,0.0,.000,3.9,5.8,.684,,,7.6,1.1,0.9,0.4,2.2,3.5,15.1,,8.87
Danny Fortson,1995-96,Cincinnati,CUSA,SO,33,33,27.5,6.7,12.5,.538,6.7,12.5,.539,0.0,0.0,.000,6.7,8.8,.753,,,9.6,1.4,1.2,0.4,2.5,3.6,20.1,,7.69
Danny Fortson,1996-97,Cincinnati,CUSA,JR,33,33,29.9,7.4,11.9,.620,7.4,11.8,.621,0.0,0.0,.000,6.6,8.5,.772,,,9.1,1.1,0.6,0.5,3.0,3.3,21.3,,5.51
Tariq Abdul-Wahad,1993-94,Michigan,Big Ten,FR,32,1,13.1,1.5,3.0,.510,1.4,2.6,.549,0.1,0.4,.286,0.4,0.7,.565,,,2.3,0.5,0.6,0.2,0.9,2.2,3.6,,12.15
Tariq Abdul-Wahad,1994-95,Michigan,Big Ten,SO,4,0,12.8,2.0,4.0,.500,1.8,3.5,.500,0.3,0.5,.500,0.5,0.5,1.000,1.8,1.5,3.3,0.0,0.3,0.3,1.5,2.8,4.8,,8.94
Tariq Abdul-Wahad,1995-96,San Jose State,Big West,JR,25,,27.9,5.9,13.3,.446,5.2,10.7,.487,0.7,2.6,.277,4.7,6.3,.741,,,6.3,2.6,1.0,0.9,3.5,3.5,17.2,,1.20
Tariq Abdul-Wahad,1996-97,San Jose State,WAC,SR,26,26,33.4,8.7,17.6,.492,7.7,14.8,.516,1.0,2.7,.366,5.5,7.5,.730,,,8.8,1.1,1.5,0.7,2.6,2.4,23.8,,4.19
Austin Croshere,1993-94,Providence,Big East,FR,25,0,9.3,1.5,3.8,.400,1.1,2.6,.438,0.4,1.2,.323,1.2,1.6,.725,,,2.2,0.1,0.2,0.3,0.8,1.0,4.6,,9.91
Austin Croshere,1994-95,Providence,Big East,SO,30,4,19.0,3.5,7.7,.459,2.6,4.9,.527,1.0,2.8,.341,2.2,2.8,.776,,,4.9,1.1,0.6,0.5,1.7,1.7,10.2,,7.84
Austin Croshere,1995-96,Providence,Big East,JR,30,,28.8,5.0,12.0,.421,3.5,7.3,.477,1.6,4.7,.333,3.6,4.3,.852,,,5.8,1.1,1.5,0.9,2.1,2.6,15.3,,9.44
Austin Croshere,1996-97,Providence,Big East,SR,36,36,33.1,5.6,12.2,.455,3.9,7.4,.525,1.7,4.9,.349,5.1,5.7,.888,,,7.5,1.5,1.1,0.7,2.6,2.6,17.9,,8.31
Derek Anderson,1992-93,Ohio State,Big Ten,FR,22,8,26.7,3.3,7.2,.456,2.9,5.6,.512,0.4,1.6,.257,3.3,4.0,.809,,,3.3,2.7,2.0,0.2,2.3,3.0,10.2,,10.93
Derek Anderson,1993-94,Ohio State,Big Ten,SO,22,22,31.6,4.9,10.5,.466,4.0,7.7,.512,1.0,2.8,.339,4.2,5.1,.814,,,4.9,4.9,2.0,0.1,2.9,2.6,15.0,,11.74
Derek Anderson,1994-95-RS,Kentucky,SEC,Transfer
Derek Anderson,1995-96,Kentucky,SEC,JR,36,24,19.4,3.3,6.4,.509,2.6,4.8,.550,0.6,1.6,.390,2.2,2.8,.784,,,3.4,2.4,1.7,0.2,1.4,2.3,9.4,,10.05
Derek Anderson,1996-97,Kentucky,SEC,SR,19,16,25.3,5.8,11.9,.491,3.8,6.9,.553,2.0,4.9,.404,4.1,5.0,.811,,,4.1,3.5,1.9,0.1,1.7,2.1,17.7,,9.26
Maurice Taylor,1994-95,Michigan,Big Ten,FR,31,29,26.8,5.2,11.0,.471,5.1,10.8,.472,0.1,0.2,.429,1.9,3.2,.602,2.1,3.0,5.1,1.2,0.5,1.1,2.1,3.3,12.4,,8.94
Maurice Taylor,1995-96,Michigan,Big Ten,SO,32,32,28.4,6.1,11.9,.511,6.0,11.8,.513,0.0,0.1,.250,1.8,3.1,.592,,,7.0,1.3,0.7,0.8,2.1,2.9,14.0,,8.55
Maurice Taylor,1996-97,Michigan,Big Ten,JR,35,33,30.1,4.9,9.7,.507,4.9,9.6,.512,0.0,0.1,.200,2.4,3.3,.718,,,6.2,1.1,0.7,0.9,2.0,2.7,12.3,,10.53
Kelvin Cato,1993-94,South Alabama,Sun Belt,SO,24,10,18.0,2.0,5.1,.398,2.0,5.1,.398,0.0,0.0,,1.9,3.3,.570,,,5.8,0.7,0.7,3.5,1.3,2.5,6.0,,-1.39
Kelvin Cato,1994-95,,,Transfer
Kelvin Cato,1995-96,Iowa State,Big 8,JR,27,26,25.8,3.5,6.9,.503,3.5,6.9,.503,0.0,0.0,,2.6,4.1,.640,,,7.7,0.6,0.9,2.6,1.8,3.2,9.6,,7.24
Kelvin Cato,1996-97,Iowa State,Big 12,SR,28,23,28.6,4.6,11.2,.408,4.6,11.2,.409,0.0,0.0,.000,2.2,4.0,.540,3.0,5.4,8.4,0.5,0.9,4.2,1.7,2.9,11.3,,6.30
Brevin Knight,1993-94,Stanford,Pac-10,FR,28,28,32.7,3.2,9.1,.354,2.8,7.1,.397,0.4,2.0,.200,4.3,5.7,.756,,,3.9,5.4,2.8,0.1,3.6,3.0,11.1,,7.71
Brevin Knight,1994-95,Stanford,Pac-10,SO,28,28,32.6,5.2,11.5,.455,4.5,9.6,.470,0.7,1.8,.373,5.5,7.3,.750,,,3.9,6.6,2.8,0.0,3.4,2.8,16.6,,7.24
Brevin Knight,1995-96,Stanford,Pac-10,JR,29,,31.6,4.8,11.1,.433,4.2,9.0,.466,0.6,2.1,.295,5.2,6.1,.848,,,3.8,7.3,2.1,0.1,3.6,2.6,15.5,,6.33
Brevin Knight,1996-97,Stanford,Pac-10,SR,30,29,32.0,4.6,11.4,.408,3.1,7.7,.407,1.5,3.7,.409,5.5,6.6,.834,,,3.7,7.8,2.8,0.1,3.4,2.8,16.3,,9.21
Johnny Taylor,1995-96,Chattanooga,Southern,JR,27,25,29.6,6.7,13.1,.510,5.3,9.4,.561,1.4,3.8,.382,3.3,4.6,.732,,,7.1,1.8,0.8,0.7,2.9,3.1,18.2,,-6.02
Johnny Taylor,1996-97,Chattanooga,Southern,SR,35,35,30.6,6.1,12.6,.486,5.3,9.8,.542,0.8,2.8,.289,3.5,5.3,.665,,,7.3,2.1,1.2,0.8,2.1,2.9,16.5,,-5.22
Scot Pollard,1993-94,Kansas,Big 8,FR,35,0,17.1,2.7,5.0,.543,2.7,5.0,.543,0.0,0.0,,2.1,3.1,.685,,,4.9,0.4,0.6,0.8,0.9,2.5,7.5,,8.61
Scot Pollard,1994-95,Kansas,Big 8,SO,31,3,20.0,3.6,6.5,.557,3.6,6.5,.557,0.0,0.0,,2.9,4.4,.654,,,6.2,0.5,0.6,1.1,1.5,2.5,10.2,,10.02
Scot Pollard,1995-96,Kansas,Big 8,JR,34,33,24.6,3.6,6.4,.564,3.6,6.4,.564,0.0,0.0,,2.8,4.4,.636,,,7.4,0.3,0.8,2.5,2.1,3.0,10.1,,7.24
Scot Pollard,1996-97,Kansas,Big 12,SR,28,26,25.1,3.4,6.4,.528,3.3,6.3,.525,0.0,0.0,1.000,3.5,5.0,.707,,,8.3,0.7,1.3,2.6,1.5,2.4,10.3,,7.94
Paul Grant,1992-93,Boston College,Big East,FR,30,,16.7,2.2,4.3,.500,2.2,4.3,.500,0.0,0.0,,0.7,1.0,.677,,,3.5,0.3,0.1,0.5,1.4,2.5,5.0,,7.46
Paul Grant,1993-94,Boston College,Big East,SO,33,9,11.2,1.3,2.7,.489,1.3,2.7,.489,0.0,0.0,,0.6,1.0,.588,,,2.2,0.3,0.1,0.7,0.8,1.6,3.3,,9.81
Paul Grant,1994-95,Boston College,Big East,JR,25,7,12.5,1.8,3.6,.517,1.8,3.5,.523,0.0,0.0,.000,1.1,1.4,.771,,,2.6,0.3,0.2,0.6,1.1,1.8,4.8,,5.72
Paul Grant,1995-96-RS,Wisconsin,Big Ten,Transfer
Paul Grant,1996-97,Wisconsin,Big Ten,SR,28,26,27.3,4.6,9.3,.494,4.6,9.3,.496,0.0,0.0,.000,3.3,4.6,.713,,,5.2,0.8,0.5,1.2,2.2,2.9,12.5,,9.42
Anthony Parker,1993-94,Bradley,MVC,FR,31,28,29.2,3.4,7.5,.459,1.9,3.8,.504,1.5,3.7,.412,2.7,3.9,.700,,,4.4,2.5,1.2,0.5,2.4,1.9,11.1,,-1.11
Anthony Parker,1994-95,Bradley,MVC,SO,30,30,34.0,4.4,10.3,.425,2.8,6.0,.472,1.5,4.3,.359,3.9,5.2,.761,,,6.6,3.3,1.3,0.6,2.3,2.1,14.2,,3.13
Anthony Parker,1995-96,Bradley,MVC,JR,30,29,32.1,5.9,12.6,.472,3.5,6.8,.515,2.4,5.8,.422,4.6,5.7,.797,,,6.5,3.5,1.5,1.1,2.6,2.0,18.9,,3.55
Anthony Parker,1996-97,Bradley,MVC,SR,21,20,34.0,5.2,12.2,.424,3.8,7.5,.510,1.4,4.8,.290,4.8,6.7,.721,,,5.3,3.4,1.8,0.5,2.7,1.7,16.6,,3.40
Ed Gray,1993-94,Tennessee,SEC,FR,27,27,31.4,5.5,15.0,.368,3.7,8.5,.437,1.8,6.5,.278,2.1,3.0,.704,,,3.6,1.8,1.5,0.2,1.7,2.9,15.0,,7.69
Ed Gray,1994-95,,,Junior College
Ed Gray,1995-96,California,Pac-10,JR,28,12,25.1,5.2,12.1,.431,3.8,7.9,.482,1.4,4.3,.336,3.8,4.8,.791,,,2.6,1.6,1.5,0.3,2.1,2.5,15.6,,6.44
Ed Gray,1996-97,California,Pac-10,SR,26,25,31.7,8.6,18.7,.461,7.2,13.8,.517,1.5,4.8,.302,6.1,7.7,.790,,,4.0,2.2,1.7,0.2,3.3,2.6,24.8,,10.12
Bobby Jackson,1995-96,Minnesota,Big Ten,JR,25,15,27.3,4.6,11.3,.406,3.5,7.5,.463,1.1,3.8,.295,3.0,3.8,.787,,,4.8,2.7,1.4,0.3,2.2,2.5,13.3,,6.92
Bobby Jackson,1996-97,Minnesota,Big Ten,SR,35,35,31.5,5.5,12.4,.441,4.6,9.6,.476,0.9,2.8,.320,3.5,4.4,.786,,,6.1,4.0,2.1,0.2,2.3,3.0,15.3,,9.20
Rodrick Rhodes,1992-93,Kentucky,SEC,FR,33,19,20.0,3.1,6.8,.451,2.2,4.7,.481,0.8,2.1,.386,2.1,3.1,.693,,,2.4,1.8,1.1,0.4,2.2,2.2,9.1,,9.23
Rodrick Rhodes,1993-94,Kentucky,SEC,SO,33,29,25.7,4.3,9.9,.436,3.3,6.3,.526,1.0,3.5,.274,5.1,6.5,.777,1.3,2.8,4.1,2.8,2.3,0.5,2.2,3.2,14.6,,9.47
Rodrick Rhodes,1994-95,Kentucky,SEC,JR,33,32,27.3,3.9,10.1,.390,2.8,6.8,.408,1.2,3.3,.355,3.9,5.0,.780,,,3.6,3.8,1.5,0.3,2.7,2.8,12.9,,9.71
Rodrick Rhodes,1995-96-RS,USC,Pac-10,Transfer
Rodrick Rhodes,1996-97,USC,Pac-10,SR,25,16,28.6,4.6,10.2,.447,3.4,7.0,.483,1.2,3.2,.370,3.7,6.2,.597,,,4.9,4.2,1.6,0.3,3.8,2.6,14.0,,10.16
John Thomas,1993-94,Minnesota,Big Ten,FR,26,2,9.8,1.0,2.7,.386,1.0,2.7,.386,0.0,0.0,,0.4,0.9,.435,,,2.5,0.1,0.1,0.2,0.5,1.4,2.5,,10.27
John Thomas,1994-95,Minnesota,Big Ten,SO,31,30,20.9,2.9,6.3,.467,2.9,6.3,.467,0.0,0.0,,1.5,2.7,.536,,,4.6,0.7,0.6,0.4,2.0,2.6,7.3,,6.31
John Thomas,1995-96,Minnesota,Big Ten,JR,32,32,26.0,3.3,6.9,.480,3.3,6.9,.480,0.0,0.0,,2.1,4.0,.520,,,6.4,0.8,0.8,0.8,1.9,3.0,8.7,,6.92
John Thomas,1996-97,Minnesota,Big Ten,SR,35,35,23.8,3.6,6.2,.576,3.6,6.2,.579,0.0,0.0,.000,1.9,3.3,.574,,,6.3,1.1,0.9,1.5,1.5,2.5,9.0,,9.20
Charles Smith,1993-94,New Mexico,WAC,FR,31,31,25.8,3.9,9.4,.417,2.6,5.5,.474,1.3,3.8,.336,1.0,1.6,.608,1.1,2.5,3.6,2.2,0.9,0.6,1.9,1.8,10.1,,0.88
Charles Smith,1994-95,New Mexico,WAC,SO,29,29,32.0,6.2,13.8,.450,5.1,9.8,.525,1.1,4.0,.267,2.4,3.6,.667,1.0,3.3,4.4,3.3,1.2,0.6,2.2,2.0,15.9,,5.07
Charles Smith,1995-96,New Mexico,WAC,JR,33,33,32.8,7.1,15.3,.460,5.0,9.6,.516,2.1,5.7,.367,3.2,4.0,.811,1.3,3.3,4.6,3.1,2.0,0.9,2.3,1.7,19.5,,3.42
Charles Smith,1996-97,New Mexico,WAC,SR,33,33,29.5,6.2,13.5,.457,4.1,7.9,.519,2.0,5.5,.368,3.2,4.2,.748,1.6,3.8,5.5,2.8,1.5,0.8,2.8,1.9,17.5,,3.69
Jacque Vaughn,1993-94,Kansas,Big 8,FR,35,35,25.6,2.6,5.6,.467,1.8,3.6,.504,0.8,2.0,.400,1.8,2.7,.670,,,2.5,5.2,1.1,0.0,2.8,2.1,7.8,,8.61
Jacque Vaughn,1994-95,Kansas,Big 8,SO,31,31,33.7,3.0,6.7,.452,2.4,4.8,.493,0.6,1.9,.345,3.0,4.3,.687,,,3.7,7.7,1.0,0.1,3.0,2.4,9.7,,10.02
Jacque Vaughn,1995-96,Kansas,Big 8,JR,34,34,30.7,3.5,7.3,.482,2.4,4.6,.516,1.1,2.7,.424,2.7,3.9,.695,,,3.1,6.6,1.3,0.2,2.8,2.1,10.9,,7.24
Jacque Vaughn,1996-97,Kansas,Big 12,SR,26,25,31.5,3.0,7.1,.427,2.3,5.0,.466,0.7,2.1,.333,3.4,4.3,.779,,,2.4,6.2,1.8,0.2,2.5,2.3,10.2,,7.94
Keith Booth,1993-94,Maryland,ACC,FR,30,30,28.9,3.8,8.3,.454,3.4,7.4,.459,0.4,0.9,.407,2.9,5.0,.584,,,6.1,2.2,1.5,0.6,3.6,3.6,10.8,,7.40
Keith Booth,1994-95,Maryland,ACC,SO,34,34,27.9,3.7,8.1,.455,3.6,7.5,.484,0.1,0.7,.130,3.4,4.8,.695,,,7.3,2.2,1.3,0.4,3.0,3.1,10.9,,10.44
Keith Booth,1995-96,Maryland,ACC,JR,30,30,31.8,4.8,10.9,.442,4.6,9.8,.469,0.2,1.1,.206,5.4,7.1,.757,,,7.8,2.4,1.4,0.8,3.1,3.3,15.3,,9.93
Keith Booth,1996-97,Maryland,ACC,SR,32,32,34.4,6.4,13.7,.469,6.4,13.0,.490,0.0,0.7,.048,6.7,9.3,.717,,,7.9,2.6,2.0,0.6,3.2,2.9,19.5,,9.08
Serge Zwikker,1993-94,UNC,ACC,FR,19,1,3.3,0.6,1.1,.524,0.6,1.1,.524,0.0,0.0,,0.3,0.4,.750,,,0.7,0.1,0.2,0.4,0.1,0.6,1.5,,9.39
Serge Zwikker,1994-95,UNC,ACC,SO,34,0,10.0,1.1,2.4,.488,1.1,2.4,.488,0.0,0.0,,0.6,0.9,.677,,,3.0,0.3,0.1,0.4,0.4,1.2,2.9,,13.14
Serge Zwikker,1995-96,UNC,ACC,JR,32,31,29.5,4.3,8.3,.517,4.3,8.3,.517,0.0,0.0,,0.9,1.5,.617,,,6.2,0.7,0.1,1.5,1.3,2.3,9.5,,11.42
Serge Zwikker,1996-97,UNC,ACC,SR,35,34,30.8,5.1,10.3,.492,5.0,10.2,.493,0.0,0.1,.333,1.3,1.8,.758,,,8.1,0.3,0.4,1.7,1.2,2.9,11.5,,12.00
Mark Sanford,1994-95,Washington,Pac-10,FR,26,24,27.3,6.0,13.9,.428,5.0,10.1,.498,0.9,3.8,.242,1.7,2.8,.603,,,5.7,1.0,1.0,0.7,2.6,3.5,14.5,,10.30
Mark Sanford,1995-96,Washington,Pac-10,SO,28,,28.9,6.4,13.9,.460,5.3,10.3,.512,1.1,3.6,.314,2.6,4.0,.652,,,6.1,1.1,1.4,0.8,3.0,3.0,16.5,,5.27
Mark Sanford,1996-97,Washington,Pac-10,JR,28,28,33.1,6.6,13.6,.484,5.8,11.1,.519,0.9,2.6,.333,3.0,4.3,.697,,,8.0,2.2,1.1,0.9,2.8,2.5,17.0,,8.27
Charles O'Bannon,1993-94,UCLA,Pac-10,FR,28,27,28.5,4.7,9.2,.514,4.1,7.5,.543,0.6,1.7,.383,1.6,2.4,.647,,,6.8,1.6,1.1,1.4,2.3,3.0,11.6,,6.77
Charles O'Bannon,1994-95,UCLA,Pac-10,SO,33,33,30.4,5.4,9.8,.554,5.2,8.9,.588,0.2,0.9,.207,2.6,3.5,.739,,,6.1,3.3,1.2,1.2,1.5,2.2,13.6,,10.03
Charles O'Bannon,1995-96,UCLA,Pac-10,JR,31,30,31.5,5.4,10.2,.527,4.6,8.2,.565,0.7,2.0,.371,2.9,3.7,.767,,,6.0,2.6,1.1,0.6,3.1,2.3,14.3,,7.34
Charles O'Bannon,1996-97,UCLA,Pac-10,SR,32,32,35.3,6.5,11.8,.551,5.7,9.4,.601,0.8,2.3,.347,3.9,4.9,.791,,,6.9,2.4,1.1,0.7,2.3,2.2,17.7,,10.43
James Cotton,1993-94,Long Beach State,Big West,FR,26,19,28.0,3.8,8.0,.469,2.7,5.0,.546,1.0,3.0,.342,2.8,3.7,.760,,,4.2,2.3,1.1,0.5,2.4,3.0,11.4,,-0.20
James Cotton,1994-95,Long Beach State,Big West,SO,1,0,29.0,3.0,10.0,.300,3.0,3.0,1.000,0.0,7.0,.000,8.0,10.0,.800,,,1.0,3.0,1.0,0.0,3.0,3.0,14.0,,3.67
James Cotton,1995-96,Long Beach State,Big West,SO,26,25,36.6,5.9,13.6,.433,3.3,7.2,.465,2.5,6.4,.398,5.2,6.7,.782,,,4.1,1.7,1.3,0.2,2.3,2.6,19.5,,0.42
James Cotton,1996-97,Long Beach State,Big West,JR,27,27,35.9,7.3,16.5,.439,4.9,10.2,.484,2.3,6.3,.368,6.6,8.0,.833,,,5.0,2.6,1.3,0.3,2.2,2.6,23.5,,-1.14
Bubba Wells,1993-94,Austin Peay,OVC,FR,27,22,22.5,4.8,9.3,.516,4.6,8.8,.525,0.2,0.5,.357,1.9,3.1,.602,,,5.4,0.8,1.2,0.8,2.0,2.9,11.7,,-4.41
